	ID	x	y	z	radius	volume_total	volume_nuclear_fluid	volume_nuclear_solid	volume_cytoplasmic_fluid	volume_cytoplasmic_solid	volume_calcified_fraction	phenotype	elapsed_time
149	149	174.723	304.367	0	1.75463	22.6281	1.72671e-22	0.000509774	7.65689e-18	22.6275	0.000419824	102	57222
150	150	171.876	299.604	0	1.75913	22.8025	1.99382e-22	0.00052594	8.63571e-18	22.802	0.000419824	102	57078
151	1956	150.141	520.244	0	2.42814	59.9668	0.0145831	43.1726	0.00607526	16.7735	0	100	198
152	979	442.577	495.887	0	1.75501	22.6425	1.74753e-22	0.000511102	7.73403e-18	22.642	0.000419824	102	57210
153	153	169.156	307.712	0	1.75707	22.7224	1.86662e-22	0.000518468	8.17244e-18	22.7219	0.000419824	102	57144
154	154	171.523	282.825	0	1.76439	23.0078	2.35813e-22	0.00054545	9.93691e-18	23.0073	0.000419824	102	56910
155	1106	471.819	116.451	0	1.75763	22.7442	1.90048e-22	0.000520495	8.29627e-18	22.7437	0.000419824	102	57126
156	156	478.518	267.735	0	1.75632	22.6933	1.8224e-22	0.000515777	8.01022e-18	22.6928	0.000419824	102	57168
157	157	160.658	310.275	0	1.76439	23.0078	2.35813e-22	0.00054545	9.93691e-18	23.0073	0.000419824	102	56910
158	1116	308.316	62.3421	0	1.75932	22.8098	2.00581e-22	0.000526625	8.6791e-18	22.8093	0.000419824	102	57072
159	159	491.587	280.262	0	1.75932	22.8098	2.00581e-22	0.000526625	8.6791e-18	22.8093	0.000419824	102	57072
160	1054	93.7563	117.694	0	1.75501	22.6425	1.74753e-22	0.000511102	7.73403e-18	22.642	0.000419824	102	57210
161	161	111.147	315.839	0	1.75913	22.8025	1.99382e-22	0.00052594	8.63571e-18	22.802	0.000419824	102	57078
162	162	135.551	289.575	0	1.75801	22.7588	1.9234e-22	0.000521851	8.37986e-18	22.7583	0.000419824	102	57114
163	163	534.833	364.527	0	1.75801	22.7588	1.9234e-22	0.000521851	8.37986e-18	22.7583	0.000419824	102	57114
164	907	178.584	507.32	0	1.76026	22.8464	2.06683e-22	0.000530061	8.89937e-18	22.8458	0.000419824	102	57042
165	165	112.819	313.052	0	1.76232	22.927	2.20768e-22	0.000537701	9.40384e-18	22.9264	0.000419824	102	56976
166	166	134.71	286.551	0	1.75482	22.6353	1.73709e-22	0.000510437	7.69536e-18	22.6348	0.000419824	102	57216
167	167	537.685	366.092	0	1.76534	23.0447	2.42986e-22	0.000549009	1.01891e-17	23.0441	0.000419824	102	56880
168	168	492.405	270.548	0	1.75876	22.788	1.97007e-22	0.000524574	8.54957e-18	22.7874	0.000419824	102	57090
169	169	16.5417	342.635	0	1.75951	22.8171	2.01787e-22	0.00052731	8.72272e-18	22.8166	0.000419824	102	57066
170	170	131.591	285.623	0	1.76138	22.8903	2.1425e-22	0.000534215	9.17109e-18	22.8898	0.000419824	102	57006
171	171	540.527	367.673	0	1.75838	22.7734	1.94659e-22	0.000523211	8.46429e-18	22.7728	0.000419824	102	57102
172	1137	424.947	536.391	0	1.76157	22.8976	2.15538e-22	0.00053491	9.21717e-18	22.8971	0.000419824	102	57000
173	173	15.1308	339.705	0	1.7627	22.9416	2.2343e-22	0.000539101	9.49859e-18	22.9411	0.000419824	102	56964
174	174	43.673	234.527	0	1.76138	22.8903	2.1425e-22	0.000534215	9.17109e-18	22.8898	0.000419824	102	57006
175	175	540.58	370.916	0	1.75594	22.6788	1.80069e-22	0.000514437	7.93032e-18	22.6783	0.000419824	102	57180
176	176	589.866	245.908	0	1.75838	22.7734	1.94659e-22	0.000523211	8.46429e-18	22.7728	0.000419824	102	57102
177	177	11.8917	339.434	0	1.75557	22.6643	1.77923e-22	0.0005131	7.85121e-18	22.6638	0.000419824	102	57192
178	2094	26.4762	379.618	0	8.41271	2494	405	135	1465.5	488.5	0	14	7902
179	179	600	305.731	0	2.1099	39.3438	5.43174e-18	0.00482627	4.42308e-14	39.339	0.000419824	102	46854
180	1221	222.438	590.892	0	1.76026	22.8464	2.06683e-22	0.000530061	8.89937e-18	22.8458	0.000419824	102	57042
181	975	419.227	488.313	0	1.75857	22.7807	1.9583e-22	0.000523892	8.50682e-18	22.7801	0.000419824	102	57096
182	2104	75.1655	212.394	0	8.41271	2494	405	135	1465.5	488.5	0	14	10248
183	1194	176.952	58.5198	0	1.76534	23.0447	2.42986e-22	0.000549009	1.01891e-17	23.0441	0.000419824	102	56880
184	184	593.567	294.364	0	1.75519	22.6498	1.75803e-22	0.000511767	7.7729e-18	22.6493	0.000419824	102	57204
185	185	8.70455	339.128	0	1.75838	22.7734	1.94659e-22	0.000523211	8.46429e-18	22.7728	0.000419824	102	57102
186	983	445.816	495.967	0	1.7627	22.9416	2.2343e-22	0.000539101	9.49859e-18	22.9411	0.000419824	102	56964
187	187	302.777	352.558	0	1.76534	23.0447	2.42986e-22	0.000549009	1.01891e-17	23.0441	0.000419824	102	56880
188	188	273.962	276.54	0	1.75594	22.6788	1.80069e-22	0.000514437	7.93032e-18	22.6783	0.000419824	102	57180
189	958	220.321	138.224	0	1.75576	22.6716	1.78993e-22	0.000513768	7.89067e-18	22.671	0.000419824	102	57186
190	1060	335.662	19.7207	0	1.76063	22.861	2.09175e-22	0.000531442	8.98904e-18	22.8605	0.000419824	102	57030
191	191	305.788	351.334	0	1.75463	22.6281	1.72671e-22	0.000509774	7.65689e-18	22.6275	0.000419824	102	57222
192	192	270.839	275.662	0	1.75744	22.737	1.88913e-22	0.000519819	8.25479e-18	22.7364	0.000419824	102	57132
193	193	297.193	351.744	0	1.75932	22.8098	2.00581e-22	0.000526625	8.6791e-18	22.8093	0.000419824	102	57072
194	194	260.785	250.063	0	1.75932	22.8098	2.00581e-22	0.000526625	8.6791e-18	22.8093	0.000419824	102	57072
195	195	310.935	355.301	0	1.76251	22.9343	2.22095e-22	0.0005384	9.4511e-18	22.9338	0.000419824	102	56970
196	1103	140.512	521.194	0	1.76364	22.9784	2.30227e-22	0.000542619	9.73966e-18	22.9778	0.000419824	102	56934
197	197	217.244	303.41	0	1.76327	22.9637	2.27484e-22	0.000541209	9.64251e-18	22.9631	0.000419824	102	56946
198	1024	375.784	64.5392	0	1.76007	22.8391	2.05448e-22	0.000529372	8.85488e-18	22.8385	0.000419824	102	57048
199	199	328.499	343.22	0	1.75445	22.6208	1.71639e-22	0.000509111	7.6186e-18	22.6203	0.000419824	102	57228
200	200	381.61	278.498	0	1.76458	23.0152	2.3723e-22	0.00054616	9.98685e-18	23.0146	0.000419824	102	56904
201	924	178.915	73.0459	0	1.76176	22.905	2.16834e-22	0.000535606	9.26349e-18	22.9044	0.000419824	102	56994
202	202	224.957	280.425	0	1.75707	22.7224	1.86662e-22	0.000518468	8.17244e-18	22.7219	0.000419824	102	57144
203	203	394.711	360.115	0	1.75669	22.7079	1.84438e-22	0.000517121	8.09092e-18	22.7073	0.000419824	102	57156
204	1947	496.793	443.045	0	2.72971	85.1998	0.107519	53.4618	0.0680739	31.5624	0	100	162
205	205	210.72	302.706	0	1.75838	22.7734	1.94659e-22	0.000523211	8.46429e-18	22.7728	0.000419824	102	57102
206	1117	326.524	550.094	0	1.76496	23.0299	2.40091e-22	0.000547583	1.00875e-17	23.0294	0.000419824	102	56892
207	207	395.349	354.52	0	1.76458	23.0152	2.3723e-22	0.00054616	9.98685e-18	23.0146	0.000419824	102	56904
208	945	327.138	541.524	0	1.75519	22.6498	1.75803e-22	0.000511767	7.7729e-18	22.6493	0.000419824	102	57204
209	1025	188.31	513.659	0	1.76007	22.8391	2.05448e-22	0.000529372	8.85488e-18	22.8385	0.000419824	102	57048
210	210	212.17	291.432	0	1.75613	22.6861	1.81151e-22	0.000515107	7.97017e-18	22.6856	0.000419824	102	57174
211	211	397.285	351.909	0	1.75669	22.7079	1.84438e-22	0.000517121	8.09092e-18	22.7073	0.000419824	102	57156
212	1026	195.603	65.2219	0	1.75819	22.7661	1.93496e-22	0.00052253	8.42197e-18	22.7656	0.000419824	102	57108
213	213	182.841	296.06	0	1.75688	22.7151	1.85546e-22	0.000517794	8.13158e-18	22.7146	0.000419824	102	57150
214	1234	175.171	55.7941	0	1.75632	22.6933	1.8224e-22	0.000515777	8.01022e-18	22.6928	0.000419824	102	57168
215	215	401.399	321.496	0	1.75988	22.8318	2.0422e-22	0.000528684	8.8106e-18	22.8312	0.000419824	102	57054
216	1064	302.735	63.0357	0	1.75744	22.737	1.88913e-22	0.000519819	8.25479e-18	22.7364	0.000419824	102	57132
217	217	174.84	301.038	0	1.75876	22.788	1.97007e-22	0.000524574	8.54957e-18	22.7874	0.000419824	102	57090
218	218	183.686	287.395	0	1.75819	22.7661	1.93496e-22	0.00052253	8.42197e-18	22.7656	0.000419824	102	57108
219	219	445.743	348.406	0	1.75632	22.6933	1.8224e-22	0.000515777	8.01022e-18	22.6928	0.000419824	102	57168
220	220	480.915	272.826	0	1.75782	22.7515	1.91191e-22	0.000521173	8.33796e-18	22.751	0.000419824	102	57120
221	221	177.558	302.952	0	1.75876	22.788	1.97007e-22	0.000524574	8.54957e-18	22.7874	0.000419824	102	57090
222	1154	465.832	118.966	0	1.7627	22.9416	2.2343e-22	0.000539101	9.49859e-18	22.9411	0.000419824	102	56964
